ID,age,male,friend_cnt,avg_friend_age,avg_friend_male,friend_country_cnt,subscriber_friend_cnt,songsListened,lovedTracks,posts,playlists,shouts,adopter,tenure,good_country
25491,19,1,47,20.75,0.571428571,6,0,24290,51,0,0,222,0,37,0
25492,21,1,5,21.4,0.2,1,0,4521,0,0,0,0,0,16,0
25493,17,1,1412,19.60544218,0.763416478,67,18,70968,500,0,2,4427,0,18,0
25494,18,1,5,19,0.75,1,0,5737,24,0,0,14,0,20,0
25495,17,1,2,21,1,1,0,4030,2,0,0,1,0,11,0
25496,34,1,1,31,0,1,1,1084,25,0,1,1,0,54,0
25497,27,1,14,28.9,0.454545455,2,0,419,1,0,1,3,0,51,0
25498,19,1,6,16.5,0.75,1,0,2825,0,0,0,2,0,20,0
25499,22,1,2,22,1,1,0,3293,0,0,0,1,0,10,0
25500,21,1,10,21.14285714,0.142857143,2,0,9499,1,0,3,4,0,31,0
25501,28,1,8,29.66666667,0.5,1,0,11108,0,0,1,1,0,56,0
25502,20,1,47,22.3,0.909090909,9,0,32353,131,1,0,174,0,38,0
25503,16,1,65,17.13461539,0.360655738,6,0,24029,112,0,0,23,0,9,0
25504,15,1,25,17.16666667,0.96,1,2,765,5,0,0,1,0,9,0
25505,23,1,15,26,0.928571429,1,0,15489,26,0,0,8,0,37,0
25506,16,0,6,19,0.25,3,0,8425,132,0,0,13,0,16,0
25507,22,0,2,26,1,1,0,6278,56,15,1,1,0,56,1
25508,30,0,7,29.6,0.4,2,0,208,4,0,1,4,0,54,0
25509,37,1,2,34,0,1,0,2295,2,0,0,5,0,37,0
25510,17,1,1,18,1,1,0,568,5,0,1,1,0,18,0
25511,22,1,30,21.24137931,0.148148148,14,0,11493,119,0,1,14,0,36,0
25512,23,0,1,21,1,1,0,423,0,0,1,3,0,45,0
25513,29,0,7,29,0.857142857,4,0,6625,4,0,1,7,0,62,0
25514,25,0,2,24,0,1,0,2584,7,0,1,3,0,47,0
25515,28,0,1,36,1,1,0,39,0,0,1,1,0,42,0
25516,18,0,1,18,1,1,0,1437,5,0,0,5,0,10,0
25517,32,1,6,43.66666667,0.75,1,0,144,2,0,1,1,0,48,0
25518,25,1,97,22.56756757,0.569767442,6,0,103519,120,11,1,1,0,61,0
25519,15,1,1,18,1,1,0,2514,0,0,0,1,0,11,0
25520,25,0,26,28.57894737,0.909090909,7,0,11849,142,0,1,35,0,34,0
25521,22,1,1,22,1,1,0,587,0,0,0,3,0,19,0
25522,29,1,3,28.66666667,0.333333333,1,0,9009,14,1,0,1,0,78,1
25523,28,0,12,24.7,1,7,0,28849,19,54,1,59,0,69,1
25524,30,1,55,29.12195122,0.5625,16,4,76050,19,2,1,27,0,68,1
25525,25,0,6,26.83333333,0.666666667,2,0,1058,24,0,1,5,0,52,0
25526,34,1,59,32.13157895,0.568181818,14,3,21714,40,0,1,33,0,88,0
25527,20,0,9,21.625,0.666666667,2,0,17516,66,0,0,3,0,23,0
25528,27,1,2,31,1,1,0,1077,0,0,0,2,0,50,0
25529,28,1,33,29.26086957,0.461538462,13,1,264819,334,8,1,37,0,79,1
25530,24,1,6,23.5,0.5,4,0,32318,40,11,1,56,0,59,0
25531,20,1,11,20.33333333,0.333333333,3,0,40298,10,0,0,10,0,54,0
25532,28,1,9,25.28571429,0.875,1,0,391,1,0,1,1,0,49,0
25533,25,1,10,25.625,0.555555556,2,0,13441,239,0,1,8,0,15,0
25534,19,1,76,21.52380952,0.694444444,22,0,51732,6,24,0,163,0,84,0
25535,21,1,21,23.125,0.944444444,2,0,58963,52,1,1,118,0,43,1
25536,34,0,1,31,1,1,0,3713,330,0,1,2,0,46,1
25537,20,0,1,20,0,0,0,27,0,0,0,2,0,32,0
25538,28,1,30,27.28571429,0.740740741,3,1,1572,0,0,1,47,0,52,0
25539,20,0,13,21.18181818,0.833333333,3,0,17343,110,5,1,227,0,45,0
25540,24,1,79,24.01818182,0.835820896,4,0,76659,0,4,0,13,0,84,1
25541,18,0,22,21,0.476190476,9,0,35997,365,0,1,6,0,34,1
25542,18,0,15,18.4,0.357142857,2,0,2606,57,0,1,26,0,29,0
25543,27,0,1,29,1,1,0,1547,30,0,1,1,0,40,0
25544,18,0,34,20.66666667,0.925925926,4,1,22782,122,0,0,32,0,32,1
25545,20,0,41,21.60606061,0.52631579,5,0,82952,0,0,1,197,0,56,0
25546,22,0,22,26.94117647,0.6,8,0,71477,341,0,2,5,0,94,1
25547,20,0,2,22,0.5,1,0,11532,0,0,0,2,0,38,1
25548,20,0,23,22.71428571,0.636363636,5,0,0,9,0,1,24,0,37,1
25549,42,0,1,27,0,1,0,1175,0,0,1,2,0,44,0
25550,23,0,2,22.5,1,1,0,190,0,0,0,3,0,49,0
25551,26,0,55,31.275,0.70212766,15,2,5510,224,4,1,168,0,58,0
25552,23,1,19,22.15384615,0.875,1,0,35412,10,1,1,1,0,61,0
25553,30,1,7,29.2,0.6,3,0,61363,6,0,1,5,0,76,0
25554,16,0,11,16.90909091,0.142857143,1,0,483,7,0,1,8,0,28,0
25555,19,0,2,23,0,1,0,359,15,0,1,0,0,36,0
25556,16,0,3,17.66666667,0.333333333,2,0,11191,0,0,0,0,0,17,0
25557,23,1,11,21.77777778,0.888888889,1,0,36659,108,2,1,40,0,51,1
25558,21,1,3,20.5,0.5,2,0,7287,2,0,0,6,0,59,1
25559,39,1,1,27,0,1,0,5,0,0,1,1,0,41,0
25560,19,1,1,30,1,1,0,6584,3,0,1,2,0,51,0
25561,25,0,18,27.81818182,0.8125,11,0,7736,26,0,1,18,0,55,1
25562,31,0,25,29.57894737,0.739130435,6,0,5133,249,2,1,44,0,60,0
25563,36,1,3,19.66666667,1,2,0,47,43,0,0,2,0,30,1
25564,26,1,31,25.25,0.740740741,6,1,20744,52,1,0,7,0,64,0
25565,17,1,152,18.768,0.455782313,14,1,63360,177,0,0,0,0,43,1
25566,18,1,5,25,0.8,2,0,8020,102,3,0,11,0,30,1
25567,26,1,5,27.66666667,1,3,0,24609,39,1,0,13,0,62,1
25568,22,1,43,23.93548387,0.848484849,8,1,68839,32,0,1,29,0,30,0
25569,21,1,1,34,1,0,0,0,0,0,0,1,0,44,0
25570,22,0,71,23.18181818,0.421875,7,0,23705,9,0,0,243,0,69,0
25571,15,0,15,17.61538462,0.857142857,1,0,663,22,0,0,2,0,16,0
25572,21,1,10,20.625,0.75,1,0,9942,168,0,1,10,0,44,1
25573,23,1,1,21,0,1,0,0,2,0,0,5,0,23,0
25574,20,0,4,21.75,1,2,0,15,6,0,1,5,0,23,0
25575,19,1,9,22.125,0.875,5,0,1276,0,0,0,7,0,29,0
25576,43,1,6,20.33333333,0.833333333,2,0,56683,0,5,0,3,0,34,0
25577,24,1,11,22.57142857,0.857142857,1,0,81344,0,0,0,3,0,38,0
25578,19,1,19,18.73333333,0.352941177,2,0,2926,0,0,0,38,0,35,0
25579,17,0,84,18.60606061,0.70886076,10,0,9840,20,2,0,70,0,11,0
25580,21,1,2,31.5,1,1,0,6,0,0,0,3,0,28,1
25581,22,1,5,19,0.5,5,0,15330,45,0,1,7,0,44,0
25582,20,1,7,22.57142857,1,4,0,29,24,0,0,3,0,39,0
25583,18,1,4,18.5,0.75,2,0,330,18,0,0,4,0,10,0
25584,17,0,2,28,0.5,1,0,0,0,1,0,2,0,36,0
25585,31,1,6,23.66666667,0.25,3,0,3747,158,0,1,1,0,49,0
25586,35,1,147,26.74074074,0.402985075,40,12,13565,409,4,0,45,0,24,0
25587,36,1,8,26.33333333,0.2,2,0,4975,418,0,1,3,0,49,0
25588,24,1,49,20.97619048,0.391304348,6,0,180699,5,0,1,87,0,53,0
25589,21,1,3,20,1,1,0,176,9,0,1,2,0,52,0
25590,31,1,2,28,0,1,0,304,0,0,1,1,0,48,0
25591,20,1,26,22.71428571,0.347826087,13,1,33742,113,0,1,2,0,39,0
25592,21,1,28,21.27272727,0.25,2,2,1373,34,3,1,24,0,56,0
25593,14,1,18,15.8125,0.277777778,3,0,15558,50,1,0,5,0,11,0
25594,22,1,85,21.64615385,0.75,6,1,22566,57,0,0,46,0,35,0
25595,32,1,32,29.66666667,0.833333333,10,3,94003,1151,48,0,151,0,57,0
25596,23,1,48,25.24324324,0.461538462,9,1,10155,286,0,2,7,0,51,0
25597,26,1,11,24.75,0.5,2,0,65954,56,0,0,6,0,64,0
25598,27,1,15,25.125,0.555555556,3,1,13618,2199,1,1,0,0,68,0
25599,18,1,15,17.2,0.307692308,1,0,8820,49,0,0,2,0,4,0
25600,17,0,32,16.59090909,0.703703704,9,0,16804,10,0,0,72,0,10,1
25601,24,1,37,24.13793103,0.823529412,9,0,37569,41,3,0,0,0,41,0
25602,19,1,2,24.5,0.5,1,0,54,0,1,0,4,0,58,0
25603,44,1,31,28.40909091,0.68,4,1,43248,599,1,4,18,0,55,0
25604,20,0,15,22.23076923,0.615384615,1,0,28,2,0,0,8,0,29,0
25605,18,0,2,18,0,1,0,156,5,0,0,2,0,16,0
25606,16,0,1,48,0,1,1,21,0,0,0,2,0,36,0
25607,23,0,10,23.57142857,0.5,2,1,546,4,0,0,1,0,40,0
25608,19,0,7,22,1,1,0,369,0,0,1,5,0,55,0
25609,26,0,65,27.19148936,0.796296296,6,0,33977,2,1,0,149,0,63,0
25610,17,0,239,17.95360825,0.617511521,19,3,31109,18,0,0,5,0,20,0
25611,15,0,78,18.81538462,0.342465753,14,0,11794,101,0,0,28,0,30,0
25612,25,1,27,26.7,0.75,4,2,9954,10,0,0,36,0,47,1
25613,21,1,13,24.83333333,0.538461539,1,1,642,6,0,1,5,0,50,0
25614,16,1,1,16,1,1,0,1757,1,0,1,2,0,13,0
25615,23,1,27,21.2631579,0.55,1,0,5813,230,0,0,34,0,34,0
25616,19,1,3,20,1,1,0,494,0,0,0,1,0,20,0
25617,24,1,1,29,1,1,0,24,0,0,1,2,0,50,0
25618,18,1,8,17.375,1,1,0,23231,546,553,0,30,0,17,0
25619,23,1,5,22.6,0.333333333,1,0,681,0,0,0,16,0,63,0
25620,21,1,11,21.88888889,0.888888889,1,0,8587,1,0,0,10,0,41,0
25621,24,1,2,22.5,1,2,0,785,2,0,0,5,0,60,0
25622,20,1,6,19,0.666666667,2,0,2197,68,0,0,10,0,24,0
25623,23,1,45,21.34210526,0.837209302,6,1,19886,22,0,1,4,0,33,0
25624,20,1,15,20.15384615,0.846153846,1,0,26509,61,48,1,541,0,46,0
25625,22,1,1071,21.01137656,0.680443548,73,25,295371,836,80,4,829,0,33,0
25626,21,1,8,19.8,1,1,0,1875,3,0,0,2,0,48,0
25627,24,1,5,23.5,1,1,0,3737,0,0,0,3,0,35,0
25628,21,1,14,20.53846154,0.615384615,2,0,5856,87,1,0,4,0,29,0
25629,29,1,1,24,1,1,0,28,0,0,1,2,0,48,0
25630,24,1,56,25.52777778,0.489361702,14,0,10536,245,0,1,35,0,31,1
25631,26,1,1,26,1,1,0,8255,6,0,1,2,0,58,0
25632,20,1,7,20.2,0.833333333,2,0,15145,27,1,1,19,0,63,1
25633,22,1,8,26.8,0.333333333,2,0,5777,7,0,0,3,0,42,1
25634,22,1,6,24.6,0.8,2,0,4190,9,0,1,5,0,43,0
25635,25,1,1,23,1,1,0,555,6,0,1,1,0,41,0
25636,16,1,3,16.5,0.666666667,1,0,0,0,0,0,1,0,6,0
25637,21,1,6,37.33333333,0.8,3,0,2166,374,0,1,6,0,28,0
25638,16,1,14,18.27272727,0.642857143,2,0,1808,9,0,0,26,0,28,0
25639,23,1,5,27,1,3,0,688,4,0,0,2,0,28,1
25640,19,1,13,23.4,0.444444444,1,0,7247,31,0,0,9,0,15,1
25641,32,1,21,27.16666667,0.5,4,1,20397,50,0,0,15,0,33,1
25642,23,1,4,23,1,1,1,12933,26,0,1,0,0,54,0
25643,18,1,45,21.90322581,0.743589744,5,1,28947,71,0,0,27,0,20,1
25644,26,1,61,26.18518519,0.596153846,4,1,61496,2,1,1,24,0,76,1
25645,19,1,5,18.75,0.6,1,0,0,0,0,0,1,0,65,1
25646,17,1,8,18.4,0.5,1,0,17,8,0,0,3,0,25,1
25647,23,1,3,21.5,0,1,0,2491,42,0,0,5,0,4,0
25648,19,1,30,23.90476191,0.826086957,7,0,3335,29,0,0,23,0,32,0
25649,22,1,11,23.36363636,0.7,3,0,15387,45,0,0,18,0,45,1
25650,25,1,48,27.48387097,0.769230769,9,2,70115,0,18,0,18,0,68,0
25651,25,1,1,24,1,1,0,1549,0,0,0,0,0,84,1
25652,25,1,7,23.33333333,0.285714286,1,1,5135,0,0,1,3,0,38,1
25653,17,1,4,17.5,1,1,0,1811,0,0,0,1,0,6,0
25654,25,1,2,22,0.5,1,0,7036,1,0,0,3,0,31,0
25655,21,1,9,19.85714286,0.857142857,1,0,12324,2,0,0,4,0,26,1
25656,20,0,12,21.5,0.777777778,1,0,7081,14,0,0,2,0,11,0
25657,19,1,2,16,0.5,1,0,832,1,0,0,1,0,22,0
25658,24,1,1,27,1,1,0,287,4,0,0,1,0,25,0
25659,29,1,30,25.36363636,0.807692308,8,2,9264,17,2,0,14,0,76,1
25660,30,1,23,30,0.52631579,7,0,18661,115,0,1,13,0,55,0
25661,24,1,1,24,1,1,0,305,0,0,0,2,0,22,0
25662,26,1,10,21.77777778,0.5,3,1,43144,1,1,0,10,0,65,0
25663,19,1,4,19.75,1,1,0,175,2,0,1,2,0,8,0
25664,20,1,100,20.85393258,0.717391304,11,0,30988,47,0,1,3,0,46,0
25665,19,1,18,19.86666667,0.235294118,4,0,7496,53,0,0,16,0,18,0
25666,22,1,36,22.29166667,0.44,9,1,35072,267,4,0,3,0,94,1
25667,24,1,1,24,1,1,0,5062,6,0,0,1,0,14,0
25668,22,1,370,21.5131579,0.797058824,48,10,83519,1225,1,2,215,0,65,1
25669,20,0,8,22.75,0.285714286,2,0,8140,35,0,1,6,0,73,0
25670,23,0,31,27.2,0.777777778,6,1,12181,40,0,1,83,0,43,0
25671,18,0,5,21.66666667,0.666666667,4,0,11916,69,0,0,5,0,23,1
25672,25,0,1,28,1,1,0,0,0,0,1,1,0,55,0
25673,24,0,12,25.3,0.5,3,0,3882,0,0,0,4,0,52,0
25674,23,0,4,30.33333333,1,2,0,7659,25,0,1,33,0,59,0
25675,19,1,35,21.07692308,0.655172414,10,0,13397,91,0,1,115,0,30,0
25676,16,0,15,17.2,0.461538462,1,0,2421,52,0,1,7,0,34,1
25677,20,0,6,19,1,1,0,705,3,0,1,2,0,11,0
25678,18,0,52,17.32432432,0.363636364,9,1,6557,347,0,0,16,0,21,0
25679,53,1,3,29,0.333333333,1,1,50,43,0,0,2,0,15,1
25680,25,0,39,27,0.78125,9,0,54113,29,0,0,19,0,68,0
25681,21,1,6,22.2,0.333333333,3,0,49582,52,0,0,6,0,44,0
25682,18,0,1,18,0,1,0,57,0,0,1,1,0,51,0
25683,21,1,15,21.33333333,0.461538462,6,1,47217,0,40,0,21,0,66,0
25684,21,0,5,19.5,0.666666667,3,0,14216,24,1,0,2,0,37,0
25685,20,1,13,18.83333333,0.166666667,1,0,8666,44,0,0,12,0,24,0
25686,26,1,8,25.57142857,0.875,2,0,43622,3,6,1,1,0,70,1
25687,33,1,5,26,0.333333333,2,0,5167,121,2,0,0,0,14,0
25688,20,1,8,25.16666667,0.375,2,0,43166,1,0,0,14,0,32,0
25689,20,1,10,22,0.75,4,0,33556,45,0,0,14,0,31,0
25690,24,0,1,30,1,1,0,4,0,0,1,5,0,60,0
25691,25,0,14,22.5,0.384615385,3,0,32133,39,0,0,151,0,53,1
25692,31,0,2,33,1,1,0,10889,8,0,1,0,0,50,0
25693,17,0,4,26.33333333,0.666666667,3,0,14530,118,0,0,3,0,24,1
25694,23,0,9,25.8,0.714285714,4,0,1267,46,0,0,3,0,51,0
25695,19,0,14,24.625,0.5,5,1,16672,0,0,0,0,0,25,0
25696,17,0,4,20.75,0.75,2,0,6024,14,0,1,1,0,17,1
25697,19,0,2,22.5,0,1,0,331,35,0,1,1,0,25,1
25698,17,0,3,21.5,0.5,2,0,3,0,0,0,2,0,26,0
25699,32,0,16,27,0.5,3,0,2134,56,0,0,12,0,31,0
25700,17,0,1,18,1,1,0,26847,6,0,1,1,0,17,0
25701,20,0,29,21.60869565,0.44,3,0,35709,8,0,0,5,0,37,0
25702,27,1,12,27.5,0.5,8,1,10817,697,2,0,4,0,20,0
25703,25,1,2,25.5,1,1,0,26695,0,0,1,0,0,57,0
25704,19,1,3,18.33333333,0.333333333,3,0,23646,2,0,0,1,0,17,1
25705,25,0,25,26.9,0.619047619,12,2,2,3,0,2,2,0,15,0
25706,39,1,9,36.8,1,1,0,12351,122,0,1,1,0,55,1
25707,23,0,15,25.25,0.933333333,4,0,40857,265,0,1,26,0,43,0
25708,19,0,28,22.63636364,0.444444444,3,0,27941,5,2,1,66,0,63,0
25709,19,0,32,22.88888889,0.8,19,0,32785,36,0,1,28,0,39,0
25710,25,0,8,26.66666667,1,7,2,5304,145,0,1,0,0,55,0
25711,16,1,7,19.4,0.5,2,0,10403,1,0,1,4,0,31,0
25712,37,1,3,33.5,0.5,2,0,648,246,5,1,3,0,67,1
25713,37,0,13,31.58333333,0.615384615,3,1,66,22,0,3,1,0,69,0
25714,25,1,6,33.33333333,0.5,4,0,18506,51,0,1,2,0,80,0
25715,25,1,6,20.5,1,2,0,9131,46,0,0,2,0,35,0
25716,20,0,3,21,0,1,0,857,0,0,1,5,0,49,0
25717,25,1,1,25,1,1,0,3045,202,1,1,0,0,71,1
25718,20,1,1,49,1,1,0,2643,3,0,1,1,0,46,1
25719,20,1,137,19.3627451,0.903225807,15,1,78496,343,30,0,113,0,42,0
25720,21,1,8,22.33333333,0.666666667,1,0,544,0,2,1,0,0,52,0
25721,17,1,30,16.84,0.807692308,4,1,31286,29,9,0,53,0,21,0
25722,21,0,2,25.5,1,1,0,751,1,0,0,2,0,20,1
25723,24,1,3,25,1,2,0,1691,3,0,1,3,0,40,0
25724,28,1,23,26.31578947,0.55,7,2,11546,45,0,1,24,0,58,0
25725,21,1,197,20.06666667,0.284916201,5,2,30575,26,18,0,606,0,40,0
25726,32,0,23,32.11111111,0.368421053,5,0,11966,55,4,1,7,0,69,1
25727,21,0,3,23,0.5,1,0,418,0,0,0,0,0,70,1
25728,27,0,18,34.07692308,0.882352941,10,0,2656,117,0,0,9,0,42,0
25729,17,0,8,18,0.571428571,1,0,9508,211,5,0,7,0,16,0
25730,36,0,4,30,0.666666667,1,0,657,0,1,1,5,0,55,1
25731,20,0,4,22.25,0.75,1,0,1294,25,0,1,13,0,48,0
25732,19,0,30,18.86956522,0.423076923,4,0,3328,0,0,1,58,0,46,0
25733,17,1,3,17,0.5,1,0,1083,0,0,1,3,0,28,0
25734,25,0,6,25,0.4,1,0,3252,0,0,0,1,0,64,0
25735,22,0,6,19.5,1,3,0,5560,8,0,1,3,0,66,1
25736,21,1,10,21.5,0.555555556,1,0,23170,1037,0,0,7,0,37,0
25737,16,0,13,17.88888889,0.076923077,2,0,106,0,0,0,13,0,34,0
25738,22,1,20,24,0.625,2,0,53216,39,0,1,7,0,55,0
25739,34,0,1,34,0,1,0,2230,88,0,0,1,0,39,0
25740,24,1,5,25,1,1,0,2909,0,0,0,4,0,59,0
25741,18,0,2,19,0.5,2,0,2,0,0,1,1,0,23,0
25742,41,1,2,45,1,1,0,751,10,0,1,3,0,54,0
25743,25,0,2,26,1,1,0,387,0,0,0,0,0,80,1
25744,24,0,1,27,1,1,0,780,0,0,1,1,0,54,1
25745,23,1,19,24.69230769,0.5,5,0,6732,21,0,1,17,0,65,0
25746,19,0,36,21.26666667,0.709677419,16,1,2574,38,0,0,21,0,17,0
25747,19,0,1,18,1,1,0,13812,0,0,0,1,0,12,0
25748,20,0,10,19.25,0.6,6,0,138,72,0,1,4,0,19,0
25749,18,1,161,19.48837209,0.433333333,15,3,13609,94,1,0,47,0,10,0
25750,21,0,1,28,1,1,0,1495,8,0,0,0,0,36,0
25751,20,1,3,19.66666667,0.333333333,2,0,3134,3,0,0,12,0,10,0
25752,25,0,28,24.4,0.884615385,3,1,21097,72,0,2,12,0,53,0
25753,22,0,17,23.53846154,0.266666667,7,1,13420,0,0,1,15,0,68,0
25754,23,0,10,26.2,0.777777778,4,0,2096,3,0,1,15,0,57,0
25755,22,1,21,22.78947368,0.736842105,3,1,79554,0,8,0,88,0,58,0
25756,21,0,41,23.08108108,0.923076923,11,1,13495,26,0,1,29,0,25,0
25757,32,0,2,28.5,0.5,1,0,8740,19,0,1,2,0,52,1
25758,20,0,4,20,0,1,0,11948,42,0,1,2,0,57,1
25759,24,0,1,24,1,1,0,1382,0,0,0,1,0,34,1
25760,21,0,24,25.41176471,0.888888889,8,1,33226,148,308,0,362,0,36,0
25761,19,0,10,19.44444444,0.3,1,0,25141,143,6,1,2,0,65,1
25762,21,1,12,20.77777778,0.8,1,0,6367,5,0,1,4,0,47,0
25763,29,0,10,30.5,1,5,1,28195,21,0,1,0,0,48,0
25764,38,1,3,32,0.5,1,0,7891,6,0,1,0,0,69,0
25765,17,1,2,17.5,0.5,2,0,29756,255,0,0,2,0,14,0
25766,24,1,43,22.21875,0,15,1,27141,607,0,0,17,0,22,0
25767,19,0,21,19.53333333,0.65,2,0,12269,21,0,2,8,0,34,0
25768,28,0,111,29.62025317,0.947916667,24,1,6969,377,1,1,160,0,51,0
25769,24,1,5,33.66666667,1,1,0,69,12,0,1,2,0,56,1
25770,25,0,11,26.85714286,0.625,4,2,10927,398,0,2,5,0,33,1
25771,23,0,2,24,0.5,1,0,50,0,0,0,3,0,27,0
25772,26,1,2,42,0.5,1,0,495,0,2,0,1,0,54,0
25773,21,1,3,22.5,1,1,0,19,0,0,0,1,0,71,1
25774,25,1,12,24.66666667,0.333333333,6,1,1165,237,3,2,11,0,37,1
25775,20,1,9,23.85714286,0.714285714,2,0,20446,35,0,1,18,0,42,0
25776,18,1,90,20.52112676,0.934210526,10,0,31081,482,12,0,74,0,40,1
25777,17,1,1023,18.6422569,0.677350427,64,16,86422,2805,6,0,1289,0,30,0
25778,21,0,86,23.75806452,0.831168831,11,7,5128,256,0,1,69,0,17,1
25779,26,1,2,27,0,1,0,26,12,0,1,1,0,8,0
25780,21,1,9,20.57142857,0.857142857,4,0,35238,55,0,0,6,0,19,1
25781,35,0,9,31,0.2,2,0,177,7,0,1,1,0,58,1
25782,24,1,6,26,0.666666667,3,1,17965,0,3,0,9,0,80,0
25783,24,1,31,23.42857143,0.64,3,1,14042,53,0,0,15,0,52,0
25784,21,1,4,27.5,0.666666667,3,0,20213,162,0,1,16,0,26,0
25785,40,1,7,32,1,2,0,41911,5,0,0,2,0,39,0
25786,26,1,9,27.57142857,0.857142857,1,0,5287,0,0,1,7,0,48,0
25787,20,0,10,19.55555556,0.3,1,0,15821,154,1,0,14,0,17,0
25788,23,0,2,28.5,1,2,0,338,6,0,1,3,0,11,0
25789,20,1,15,19.9,0.583333333,1,0,12804,12,0,2,8,0,35,0
25790,23,1,3,26.5,0.5,1,0,11321,13,3,1,4,0,58,0
25791,21,0,4,23,1,1,0,56086,162,0,1,1,0,15,1
25792,23,0,55,22.79069767,0.489361702,3,2,21314,132,0,0,20,0,37,1
25793,20,1,21,19.44444444,0.611111111,2,0,9038,144,0,1,7,0,32,0
25794,18,1,3,19,1,2,0,3164,2,0,0,1,0,44,0
25795,20,0,6,43.8,1,4,0,1070,15,0,0,6,0,19,0
25796,20,0,10,20.375,0.555555556,3,0,4880,133,0,1,5,0,47,0
25797,19,1,8,24.66666667,1,1,0,3871,4,0,0,3,0,59,0
25798,24,0,5,28.8,1,3,0,24943,0,0,0,6,0,71,0
25799,21,0,92,22.23611111,0.4,5,0,35935,89,103,0,481,0,70,1
25800,25,1,1,26,1,1,0,1287,10,0,0,1,0,35,1
25801,23,0,169,22.8540146,0.866666667,13,2,40655,240,0,1,190,0,31,1
25802,20,0,3,21.5,1,2,0,29653,8,0,1,4,0,41,0
25803,29,0,49,30.74193548,0.780487805,10,4,12197,554,0,1,28,0,65,0
25804,19,0,102,19.42045455,0.760869565,26,1,53654,1,0,0,49,0,30,1
25805,21,0,18,22.15384615,0.5625,4,0,22144,0,0,1,42,0,56,1
25806,19,0,8,26.16666667,0.5,2,0,629,1,0,1,2,0,35,1
25807,23,1,72,23.01785714,0.438596491,11,2,38484,87,0,1,70,0,73,1
25808,38,0,9,34,0.833333333,3,0,1974,126,0,2,3,0,41,1
25809,22,1,13,20.33333333,0.666666667,6,0,23576,67,0,0,2,0,37,0
25810,18,0,16,22.46153846,0.857142857,8,0,25776,40,0,1,3,0,64,0
25811,22,1,1,23,0,1,0,271,17,0,0,1,0,40,0
25812,26,0,5,29.5,0.25,4,0,23284,1065,0,1,5,0,52,0
25813,18,0,59,22.20930233,0.490196078,17,0,23644,0,1,0,81,0,28,0
25814,21,0,30,23.96296296,0.533333333,3,1,44164,148,4,1,209,0,58,1
25815,23,1,2,22.5,1,1,0,2237,72,0,0,1,0,49,0
25816,20,1,2,20.5,1,2,0,45,5,0,1,1,0,42,0
25817,18,0,8,21.75,1,1,0,2843,226,0,1,4,0,41,0
25818,20,0,36,25.48275862,0.580645161,10,1,1998,106,2,0,35,0,44,0
25819,21,1,39,21.26666667,0.763157895,8,0,24173,327,0,1,64,0,38,0
25820,53,0,1,36,1,1,0,8236,0,0,0,1,0,34,0
25821,21,1,2,17.5,1,2,0,5101,383,0,0,3,0,27,0
25822,24,0,1,25,1,1,0,0,0,0,0,1,0,13,0
25823,32,1,2,35,1,1,0,4582,11,0,0,0,0,71,1
25824,26,0,12,22.88888889,0.555555556,1,0,1858,0,0,1,15,0,47,0
25825,22,0,9,22.16666667,0.625,4,0,8505,8,0,0,2,0,28,1
25826,31,1,16,32.66666667,0.857142857,2,0,34994,17,0,1,6,0,59,0
25827,22,1,6,24,0.333333333,3,0,38500,12,0,1,0,0,68,0
25828,20,1,2,22,1,1,0,13489,41,0,1,9,0,41,0
25829,20,0,1,24,1,1,0,319,0,1,0,2,0,20,0
25830,19,0,6,19.6,0.5,2,0,14179,425,0,0,31,0,37,0
25831,19,1,2,23,0,1,0,3553,23,0,0,1,0,21,0
25832,23,1,3,23,0.333333333,1,0,11830,0,0,0,1,0,9,0
25833,17,0,1,17,0,1,0,59,0,0,0,3,0,45,0
25834,20,0,1,18,0,1,0,72,3,0,1,1,0,33,0
25835,20,0,25,23.25,0.608695652,9,0,26798,70,0,1,249,0,59,0
25836,27,1,8,25.75,0.875,1,0,37944,0,1,0,21,0,67,0
25837,27,1,8,30.75,1,3,0,38978,410,4,0,6,0,61,0
25838,19,0,3,23,1,1,0,2497,70,0,1,1,0,45,1
25839,27,1,18,24.33333333,0.6,3,0,2301,4,0,0,3,0,9,1
25840,22,1,1,21,1,1,0,1126,0,0,0,1,0,40,0
25841,40,1,1,25,0,1,0,3203,2,0,0,1,0,76,1
25842,25,1,161,22.55357143,0.751879699,23,2,72245,492,0,1,78,0,36,0
25843,29,1,1,30,1,1,0,31385,34,4,0,1,0,75,0
25844,23,1,10,28.8,0.714285714,6,1,21145,70,0,0,7,0,33,0
25845,20,0,9,21.42857143,0.666666667,1,0,7373,19,0,0,8,0,58,0
25846,28,0,8,33,0.5,4,0,33245,154,0,2,5,0,83,0
25847,25,1,45,25.1025641,0.56097561,5,3,10622,5,1,1,33,0,65,0
25848,24,1,19,24.5,0.9375,9,0,59563,500,0,1,34,0,24,1
25849,20,0,22,21,0.727272727,6,0,10255,6,0,1,19,0,47,1
25850,38,0,24,28.11111111,0.5,8,2,4411,83,0,0,19,0,40,0
25851,34,1,2,33,0,1,0,212,6,0,1,2,0,38,1
25852,27,1,10,23.66666667,0.857142857,3,0,70623,376,39,0,14,0,86,1
25853,18,1,1,19,1,1,0,3156,0,0,0,2,0,28,0
